# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_lambda         13:(.)rho_ur             14:(.)rho_crit           15:(.)rho_dcdm           16:(.)rho_dr             17:gr.fac. D             18:gr.fac. f          
       6.497140527561e+11       1.790570003722e-21       7.133749022614e-07       9.107613137380e+17       1.351070547803e+04       2.079484878109e-08       8.778095211740e+15       4.118670589227e-07       4.903070219390e+35       6.870150796274e+26       3.818917406308e+27       5.477568885622e-08       3.391791441264e+35       8.294861706018e+35       3.051584322136e+25       3.725450889936e+10       5.789702061016e-05       1.985547995142e-01 
       6.451976690725e+11       1.815725721681e-21       7.183680281742e-07       8.981432985540e+17       1.351070547803e+04       2.094041272255e-08       8.717075681962e+15       4.147501283305e-07       4.768153530054e+35       6.727874134294e+26       3.739829939808e+27       5.477568885622e-08       3.298460272895e+35       8.066613847374e+35       2.988387859063e+25       3.699554011800e+10       5.797721039148e-05       1.982801732816e-01 
       6.407126803103e+11       1.841234852322e-21       7.233975338750e-07       8.857000978958e+17       1.351070547802e+04       2.108699561160e-08       8.656480319720e+15       4.176533792240e-07       4.636949313159e+35       6.588543935811e+26       3.662380326840e+27       5.477568885622e-08       3.207697277463e+35       7.844646634127e+35       2.926500156464e+25       3.673837151685e+10       5.805740017282e-05       1.980063056853e-01 
       6.362588682326e+11       1.867102360738e-21       7.284597813850e-07       8.734292898202e+17       1.351070547802e+04       2.123460458088e-08       8.596306176481e+15       4.205769528738e-07       4.509355413427e+35       6.452099181352e+26       3.586534648447e+27       5.477568885622e-08       3.119431787127e+35       7.628787243158e+35       2.865894110702e+25       3.648299058223e+10       5.813758995417e-05       1.977331935863e-01 
       6.318360161197e+11       1.893333281780e-21       7.335602276726e-07       8.613284859382e+17       1.351070547801e+04       2.138324681294e-08       8.536550324208e+15       4.235209915390e-07       4.385272486568e+35       6.318480115117e+26       3.512259688116e+27       5.477568885622e-08       3.033595078596e+35       7.418867606886e+35       2.806543179442e+25       3.622938488748e+10       5.821777973556e-05       1.974608338627e-01 
       6.274439087584e+11       1.919932721030e-21       7.386952347588e-07       8.493953309505e+17       1.351070547801e+04       2.153292954062e-08       8.477209855217e+15       4.264856384748e-07       4.264603921924e+35       6.187628218816e+26       3.439522917229e+27       5.477568885622e-08       2.950120319624e+35       7.214724282406e+35       2.748421370021e+25       3.597754209230e+10       5.829796951696e-05       1.971892234096e-01 
       6.230823324313e+11       1.946905855803e-21       7.438648026437e-07       8.376275021890e+17       1.351070547800e+04       2.168366004740e-08       8.418281882039e+15       4.294710379391e-07       4.147255767252e+35       6.059486186035e+26       3.368292480812e+27       5.477568885622e-08       2.868942516970e+35       7.016198324234e+35       2.691503228071e+25       3.572744994217e+10       5.837815929838e-05       1.969183591395e-01 
       6.187510749069e+11       1.974257936145e-21       7.490725693060e-07       8.260227091645e+17       1.351070547800e+04       2.183544566772e-08       8.359763537275e+15       4.324773351995e-07       4.033136655571e+35       5.933997897142e+26       3.298537183591e+27       5.477568885622e-08       2.789998465801e+35       6.823135160555e+35       2.635763826367e+25       3.547909626775e+10       5.845834907983e-05       1.966482379817e-01 
       6.144499254289e+11       2.001994285863e-21       7.543167157564e-07       8.145786931214e+17       1.351070547799e+04       2.198829378739e-08       8.301651973457e+15       4.355046765407e-07       3.922157734026e+35       5.811108394707e+26       3.230226476328e+27       5.477568885622e-08       2.713226700476e+35       6.635384472873e+35       2.581178753913e+25       3.523246898433e+10       5.853853886130e-05       1.963788568823e-01 
       6.101786747059e+11       2.030120303558e-21       7.595972419949e-07       8.032932265973e+17       1.351070547799e+04       2.214221184389e-08       8.243944362912e+15       4.385532092712e-07       3.814232594705e+35       5.690763859439e+26       3.163330442439e+27       5.477568885622e-08       2.638567446689e+35       6.452800078971e+35       2.527724105249e+25       3.498755609115e+10       5.861872864280e-05       1.961102128040e-01 
       6.059371149015e+11       2.058641463675e-21       7.649141480215e-07       7.921641129901e+17       1.351070547798e+04       2.229720732679e-08       8.186637897625e+15       4.416230817308e-07       3.709277207364e+35       5.572911586607e+26       3.097819784895e+27       5.477568885622e-08       2.565962574931e+35       6.275239819094e+35       2.475376469984e+25       3.474434567092e+10       5.869891842431e-05       1.958423027264e-01 
       6.017250396241e+11       2.087563317570e-21       7.702674338361e-07       7.811891861303e+17       1.351070547798e+04       2.245328777807e-08       8.129729789098e+15       4.447144432975e-07       3.607209854001e+35       5.457499962966e+26       3.033665813391e+27       5.477568885622e-08       2.495355555232e+35       6.102565445270e+35       2.424112922540e+25       3.450282588915e+10       5.877910820585e-05       1.955751236454e-01 
       5.975422439166e+11       2.116891494590e-21       7.756607374176e-07       7.703663098592e+17       1.351070547797e+04       2.261046079251e-08       8.073217268216e+15       4.478274443951e-07       3.507951065229e+35       5.344478444151e+26       2.970840431781e+27       5.477568885622e-08       2.426691413141e+35       5.934642513660e+35       2.373911012114e+25       3.426298499366e+10       5.885929798742e-05       1.953086725732e-01 
       5.933885242469e+11       2.146631703168e-21       7.810886017978e-07       7.596933776130e+17       1.351070547796e+04       2.276873401805e-08       8.017097585117e+15       4.509622365003e-07       3.411423558403e+35       5.233797532536e+26       2.909316125773e+27       5.477568885622e-08       2.359916686928e+35       5.771340279890e+35       2.324748752848e+25       3.402481131392e+10       5.893948776900e-05       1.950429465383e-01 
       5.892636784973e+11       2.176789731935e-21       7.865564839449e-07       7.491683120133e+17       1.351070547796e+04       2.292811515617e-08       7.961368009049e+15       4.541189721502e-07       3.317552177446e+35       5.125408755566e+26       2.849065950880e+27       5.477568885622e-08       2.294979385959e+35       5.612531597249e+35       2.276604614196e+25       3.378829326056e+10       5.901967755062e-05       1.947779425855e-01 
       5.851675059556e+11       2.207371450849e-21       7.920625648694e-07       7.387890644624e+17       1.351070547795e+04       2.308861196226e-08       7.906025828248e+15       4.572978049495e-07       3.226263834336e+35       5.019264644519e+26       2.790063520617e+27       5.477568885622e-08       2.231828950213e+35       5.458092817692e+35       2.229457511496e+25       3.355341932475e+10       5.909986733225e-05       1.945136577754e-01 
       5.810998073044e+11       2.238382812330e-21       7.976068445714e-07       7.285536147444e+17       1.351070547795e+04       2.325023224599e-08       7.851068349795e+15       4.604988895784e-07       3.137487452197e+35       4.915318713725e+26       2.732282994949e+27       5.477568885622e-08       2.170416210919e+35       5.307903695572e+35       2.183286796738e+25       3.332017807767e+10       5.918005711391e-05       1.942500891848e-01 
       5.770603846121e+11       2.269829852429e-21       8.031911420403e-07       7.184599706325e+17       1.351070547794e+04       2.341298387170e-08       7.796492899495e+15       4.637223817995e-07       3.051153909959e+35       4.813525440201e+26       2.675699068972e+27       5.477568885622e-08       2.110693352270e+35       5.161847294013e+35       2.138072249518e+25       3.308855816994e+10       5.926024689560e-05       1.939872339061e-01 
       5.730490413228e+11       2.301718691993e-21       8.088136382867e-07       7.085061675007e+17       1.351070547794e+04       2.357687475879e-08       7.742296821739e+15       4.669684384662e-07       2.967195988541e+35       4.713840243718e+26       2.620286961831e+27       5.477568885622e-08       2.052613874198e+35       5.019809893865e+35       2.093794068186e+25       3.285854833109e+10       5.934043667730e-05       1.937250890475e-01 
       5.690655822470e+11       2.334055537863e-21       8.144743333105e-07       6.986902679416e+17       1.351070547793e+04       2.374191288210e-08       7.688477479380e+15       4.702372175294e-07       2.885548318515e+35       4.616219467280e+26       2.566022405868e+27       5.477568885622e-08       1.996132556167e+35       4.881680905163e+35       2.050432861172e+25       3.263013736897e+10       5.942062645904e-05       1.934636517329e-01 
       5.651098135521e+11       2.366846684080e-21       8.201768650906e-07       6.890103613896e+17       1.351070547793e+04       2.390810627226e-08       7.635032253601e+15       4.735288780460e-07       2.806147329210e+35       4.520620357995e+26       2.512881635993e+27       5.477568885622e-08       1.941205421962e+35       4.747352781023e+35       2.007969638492e+25       3.240331416925e+10       5.950081624080e-05       1.932029191015e-01 
       5.611815427527e+11       2.400098513110e-21       8.259175956482e-07       6.794645637486e+17       1.351070547792e+04       2.407546301616e-08       7.581958543790e+15       4.768435801861e-07       2.728931199213e+35       4.427001048363e+26       2.460841379276e+27       5.477568885622e-08       1.887789705455e+35       4.616720933901e+35       1.966385803436e+25       3.217806769484e+10       5.958100602258e-05       1.929428883080e-01 
       5.572805787018e+11       2.433817497085e-21       8.316983439727e-07       6.700510170253e+17       1.351070547791e+04       2.424399125726e-08       7.529253767415e+15       4.801814852411e-07       2.653839808238e+35       4.335320537931e+26       2.409878844757e+27       5.477568885622e-08       1.835843817303e+35       4.489683654167e+35       1.925663144418e+25       3.195438698541e+10       5.966119580439e-05       1.926835565225e-01 
       5.534067315807e+11       2.468010199066e-21       8.375209290534e-07       6.607678889681e+17       1.351070547791e+04       2.441369919606e-08       7.476915359891e+15       4.835427556313e-07       2.580814690315e+35       4.245538675343e+26       2.359971713462e+27       5.477568885622e-08       1.785327312565e+35       4.366142030913e+35       1.885783827004e+25       3.173226115677e+10       5.974138558623e-05       1.924249209302e-01 
       5.495598128904e+11       2.502683274315e-21       8.433835319011e-07       6.516133727096e+17       1.351070547790e+04       2.458459509042e-08       7.424940774466e+15       4.869275549143e-07       2.509798988270e+35       4.157616140751e+26       2.311098128628e+27       5.477568885622e-08       1.736200859217e+35       4.245999874940e+35       1.846730386101e+25       3.151167940043e+10       5.982157536809e-05       1.921669787313e-01 
