#scalar perturbations for mode k = 1.000000000000e+00 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_cdm             17:theta_cdm          
       1.727012166620e-01       3.727412707883e-07      -1.211843323216e+00       5.173199991677e-02       5.626264767138e-09       1.406566191785e-08       8.604939505155e-16       2.813132383569e-09      -9.088824924120e-01       5.173199991701e-02       6.005696071492e-01       6.985306332328e-01      -1.211839472763e+00       5.166330542319e-02       1.191719310228e-03      -9.088884983627e-01       5.187491962554e-02 
       1.774004888350e-01       3.828873627969e-07      -1.212370204374e+00       5.313016608360e-02       6.097180598210e-09       1.524295149553e-08       9.839744394467e-16       3.048590299105e-09      -9.092776532802e-01       5.313016608387e-02       6.005379504102e-01       6.984810423534e-01      -1.212365905640e+00       5.305571878587e-02       1.257249529779e-03      -9.092843587440e-01       5.328506466283e-02 
       1.820997610079e-01       3.930336479937e-07      -1.212910538894e+00       5.452755552900e-02       6.593578773174e-09       1.648394693293e-08       1.121226506843e-15       3.296789386587e-09      -9.096829041707e-01       5.452755552931e-02       6.005055239952e-01       6.984302776486e-01      -1.212905754862e+00       5.444704361145e-02       1.324516822163e-03      -9.096903669619e-01       5.469508368778e-02 
       1.867990331808e-01       4.031801263786e-07      -1.213464358794e+00       5.592414886234e-02       7.116119092381e-09       1.779029773095e-08       1.273368591661e-15       3.558059546190e-09      -9.100982690958e-01       5.592414886270e-02       6.004723211436e-01       6.983783298821e-01      -1.213459050466e+00       5.583725237700e-02       1.393519424381e-03      -9.101065501266e-01       5.610497444255e-02 
       1.914983053538e-01       4.133267979516e-07      -1.214031656949e+00       5.731992491677e-02       7.665459914725e-09       1.916364978681e-08       1.441577637478e-15       3.832729957362e-09      -9.105237427119e-01       5.731992491718e-02       6.004383432954e-01       6.983251995720e-01      -1.214025783297e+00       5.722631579366e-02       1.464255528542e-03      -9.105329060732e-01       5.751473288530e-02 
       1.961975775267e-01       4.234736627128e-07      -1.214612508781e+00       5.871486682754e-02       8.242258920538e-09       2.060564730135e-08       1.627090675772e-15       4.121129460269e-09      -9.109593815857e-01       5.871486682801e-02       6.004035737797e-01       6.982708665692e-01      -1.214606026698e+00       5.861420888525e-02       1.536723282565e-03      -9.109694946276e-01       5.892435926840e-02 
       2.008968496996e-01       4.336207206621e-07      -1.215206876535e+00       6.010895213899e-02       8.847171767688e-09       2.211792941922e-08       1.831206012223e-15       4.423585883844e-09      -9.114051574015e-01       6.010895213951e-02       6.003680202178e-01       6.982153389878e-01      -1.215199740780e+00       6.000090109546e-02       1.610920789649e-03      -9.114162908134e-01       6.033384824515e-02 
       2.064296792669e-01       4.455679124512e-07      -1.215924074185e+00       6.174919874150e-02       9.596309702476e-09       2.399077425619e-08       2.097223731211e-15       4.798154851238e-09      -9.119430556391e-01       6.174919874210e-02       6.003251377043e-01       6.981484098276e-01      -1.215916107855e+00       6.163199092457e-02       1.700494021529e-03      -9.119554856719e-01       6.199317589494e-02 
       2.119625088343e-01       4.575153720423e-07      -1.216660090865e+00       6.338820088973e-02       1.038639382648e-08       2.596598456620e-08       2.393254364185e-15       5.193196913240e-09      -9.124950681489e-01       6.338820089042e-02       6.002811479293e-01       6.980797998354e-01      -1.216651224567e+00       6.326133465110e-02       1.792459139100e-03      -9.125089032626e-01       6.365230765314e-02 
       2.174953384016e-01       4.694630994354e-07      -1.217414926119e+00       6.502592560021e-02       1.121848757146e-08       2.804621892864e-08       2.721760626027e-15       5.609243785728e-09      -9.130611945895e-01       6.502592560099e-02       6.002360493337e-01       6.980095067999e-01      -1.217405086712e+00       6.488888613113e-02       1.886812809857e-03      -9.130765491230e-01       6.531123841478e-02 
       2.230281679689e-01       4.814110946305e-07      -1.218188593075e+00       6.666234079146e-02       1.209365178664e-08       3.023412946659e-08       3.085335115249e-15       6.046825893318e-09      -9.136414448060e-01       6.666234079235e-02       6.001898372579e-01       6.979375250540e-01      -1.218177703569e+00       6.651460014580e-02       1.983551614946e-03      -9.136584391308e-01       6.696996395989e-02 
       2.285609975362e-01       4.933593576276e-07      -1.218981130822e+00       6.829741613956e-02       1.301294486888e-08       3.253236217220e-08       3.486703537343e-15       6.506472434441e-09      -9.142358481169e-01       6.829741614058e-02       6.001425012326e-01       6.978638423812e-01      -1.218969110288e+00       6.813843325742e-02       2.082672050805e-03      -9.142546087914e-01       6.862848180858e-02 
       2.340938271035e-01       5.053078884268e-07      -1.219792495486e+00       6.993111651694e-02       1.397742146139e-08       3.494355365348e-08       3.928727524300e-15       6.988710730695e-09      -9.148443716146e-01       6.993111651808e-02       6.000940486024e-01       6.977884672474e-01      -1.219779258951e+00       6.976033724891e-02       2.184170528371e-03      -9.148650315385e-01       7.028678465945e-02 
       2.396266566709e-01       5.172566870280e-07      -1.220622729040e+00       7.156341209647e-02       1.498813427217e-08       3.747033568042e-08       4.414408256845e-15       7.494067136083e-09      -9.154670467803e-01       7.156341209776e-02       6.000444680192e-01       6.977113865961e-01      -1.220608187397e+00       7.138026922850e-02       2.288043373023e-03      -9.154897453479e-01       7.194487049338e-02 
       2.456758325317e-01       5.303209028616e-07      -1.221552013391e+00       7.334639316873e-02       1.614731860320e-08       4.036829650800e-08       4.999085882256e-15       8.073659301601e-09      -9.161640100434e-01       7.334639317019e-02       5.999889716634e-01       6.976251632835e-01      -1.221535937876e+00       7.314906840813e-02       2.404322702719e-03      -9.161891048732e-01       7.375744068749e-02 
       2.517250083926e-01       5.433854388143e-07      -1.222503835604e+00       7.512761339466e-02       1.736439276115e-08       4.341098190287e-08       5.644016644582e-15       8.682196380574e-09      -9.168778767030e-01       7.512761339631e-02       5.999321246496e-01       6.975368989258e-01      -1.222486108978e+00       7.491539612641e-02       2.523430723041e-03      -9.169055512711e-01       7.556973936818e-02 
       2.577741842535e-01       5.564502948863e-07      -1.223478184279e+00       7.690703016768e-02       1.864071916172e-08       4.660179790431e-08       6.353720552410e-15       9.320359580861e-09      -9.176086382095e-01       7.690703016954e-02       5.998739260856e-01       6.974465927794e-01      -1.223458683503e+00       7.667919280958e-02       2.645362281399e-03      -9.176390851110e-01       7.738176019332e-02 
       2.638233601144e-01       5.695154710774e-07      -1.224475042583e+00       7.868460060407e-02       1.997765549981e-08       4.994413874953e-08       7.132934976453e-15       9.988827749906e-09      -9.183562819372e-01       7.868460060617e-02       5.998143761570e-01       6.973542453736e-01      -1.224453638680e+00       7.844039864584e-02       2.770112102724e-03      -9.183897031054e-01       7.919349651517e-02 
       2.698725359753e-01       5.825809673876e-07      -1.225494433864e+00       8.046028475678e-02       2.137655547268e-08       5.344138868170e-08       7.986619670371e-15       1.068827773634e-08      -9.191208253983e-01       8.046028475913e-02       5.997534662307e-01       6.972598471071e-01      -1.225470991786e+00       8.019895680016e-02       2.897674791008e-03      -9.191574323238e-01       8.100494459368e-02 
       2.759217118362e-01       5.956467838170e-07      -1.226536323555e+00       8.223403878024e-02       2.283876694348e-08       5.709691735870e-08       8.919960839516e-15       1.141938347174e-08      -9.199022426662e-01       8.223403878287e-02       5.996912000911e-01       6.971634027743e-01      -1.226510702043e+00       8.195480658002e-02       3.028044829489e-03      -9.199422566158e-01       8.281609676059e-02 
       2.819708876971e-01       6.087129203656e-07      -1.227600697860e+00       8.400582034141e-02       2.436563316340e-08       6.091408290851e-08       9.938376244551e-15       1.218281658170e-08      -9.207005233948e-01       8.400582034434e-02       5.996275769487e-01       6.970649118903e-01      -1.227572749311e+00       8.370788884740e-02       3.161216579440e-03      -9.207441756305e-01       8.462694682995e-02 
       2.892545004662e-01       6.244458484079e-07      -1.228912092281e+00       8.613648687691e-02       2.629177024283e-08       6.572942560707e-08       1.128553328997e-14       1.314588512141e-08      -9.216840692110e-01       8.613648688024e-02       5.995491684070e-01       6.969436056642e-01      -1.228881136774e+00       8.581496145969e-02       3.325273762962e-03      -9.217324235436e-01       8.680692209006e-02 
       2.965381132352e-01       6.401792405516e-07      -1.230256056350e+00       8.826416028768e-02       2.831590852364e-08       7.078977130910e-08       1.277457225532e-14       1.415795426182e-08      -9.226920422629e-01       8.826416029146e-02       5.994687861039e-01       6.968193263903e-01      -1.230221858920e+00       8.791783482685e-02       3.493374156429e-03      -9.227454670390e-01       8.898644122571e-02 
       3.038217260042e-01       6.559130967969e-07      -1.231632556691e+00       9.038876661965e-02       3.044036273448e-08       7.610090683621e-08       1.441634348253e-14       1.522018136724e-08      -9.237244175181e-01       9.038876662392e-02       5.993864301551e-01       6.966920750558e-01      -1.231594870517e+00       9.001640591350e-02       3.665507218638e-03      -9.237832997922e-01       9.116549319985e-02 
       3.111053387732e-01       6.716474171436e-07      -1.233041562377e+00       9.251023228019e-02       3.266743621477e-08       8.166859053692e-08       1.622222580877e-14       1.633371810738e-08      -9.247811717831e-01       9.251023228500e-02       5.993020999643e-01       6.965618518574e-01      -1.233000128504e+00       9.211057214261e-02       3.841662155540e-03      -9.248459177753e-01       9.334406726758e-02 
       3.183889515422e-01       6.873822015918e-07      -1.234483026597e+00       9.462848253190e-02       3.499942009983e-08       8.749855024957e-08       1.820413748220e-14       1.749971004991e-08      -9.258622699479e-01       9.462848253730e-02       5.992157982359e-01       6.964286607830e-01      -1.234437573651e+00       9.420022989163e-02       4.021827917958e-03      -9.259333055015e-01       9.552215146838e-02 
       3.256725643112e-01       7.031174501414e-07      -1.235956950883e+00       9.674344688009e-02       3.743859502119e-08       9.359648755298e-08       2.037454823763e-14       1.871929751060e-08      -9.269677131628e-01       9.674344688614e-02       5.991275170382e-01       6.962924935557e-01      -1.235907194794e+00       9.628527988233e-02       4.205993204128e-03      -9.270454842014e-01       9.769973801205e-02 
       3.329561770802e-01       7.188531627925e-07      -1.237463280546e+00       9.885505033889e-02       3.998722765408e-08       9.996806913520e-08       2.274648859473e-14       1.999361382704e-08      -9.280974604100e-01       9.885505034565e-02       5.990372604159e-01       6.961533557784e-01      -1.237408924266e+00       9.836561844928e-02       4.394146461933e-03      -9.281824333937e-01       9.987681454323e-02 
       3.404973069518e-01       7.351457113130e-07      -1.239056967355e+00       1.010376911055e-01       4.274370328302e-08       1.068592582076e-07       2.542914129907e-14       2.137185164151e-08      -9.292927255166e-01       1.010376911131e-01       5.989417324107e-01       6.960061710428e-01      -1.238997521121e+00       1.005144354701e-01       4.593141380717e-03      -9.293856689487e-01       1.021303137659e-01 
       3.480384368233e-01       7.514387573323e-07      -1.240685307666e+00       1.032165689837e-01       4.562241782294e-08       1.140560445573e-07       2.835816809197e-14       2.281120891147e-08      -9.305139807503e-01       1.032165689921e-01       5.988440874501e-01       6.958558047457e-01      -1.240620423822e+00       1.026579796636e-01       4.796385210293e-03      -9.306154409774e-01       1.043832425265e-01 
       3.555795666949e-01       7.677323008505e-07      -1.242348265879e+00       1.053916034816e-01       4.862584425814e-08       1.215646106454e-07       3.155000798905e-14       2.431292212907e-08      -9.317611994101e-01       1.053916034910e-01       5.987443240612e-01       6.957022562263e-01      -1.242277581428e+00       1.047961390758e-01       5.003864276597e-03      -9.318717471145e-01       1.066355895833e-01 
       3.631206965665e-01       7.840263418675e-07      -1.244045798942e+00       1.075627136693e-01       5.175643992100e-08       1.293910998025e-07       3.502179464214e-14       2.587821996050e-08      -9.330343492074e-01       1.075627136797e-01       5.986424421764e-01       6.955455264843e-01      -1.243968935229e+00       1.069288014452e-01       5.215564619806e-03      -9.331545799287e-01       1.088873431639e-01 
       3.706618264381e-01       8.003208803835e-07      -1.245777860974e+00       1.097298185685e-01       5.501664630685e-08       1.375416157671e-07       3.879136852700e-14       2.750832315343e-08      -9.343333957314e-01       1.097298185801e-01       5.985384421408e-01       6.953856170244e-01      -1.245694423375e+00       1.090558545953e-01       5.431471994777e-03      -9.344639303880e-01       1.111384913539e-01 
